AREA,PERIMETER,MAJORAXIS,MINORAXIS,ECCENTRICITY,CONVEX_AREA,EXTENT,CLASS
14945,493.1080017,202.0469818,95.07941437,0.882356942,15357,0.739998043,Cammeo
13130,467.9219971,196.1468048,86.20711517,0.898241103,13462,0.574818313,Cammeo
13414,479.901001,203.085968,85.73687744,0.906516492,13735,0.714042366,Cammeo
16104,507.4289856,206.0707397,100.7536316,0.872324467,16457,0.605413556,Cammeo
11827,455.2210083,194.7844543,78.43153381,0.915350497,12212,0.769986987,Cammeo
14479,475.9249878,200.5519409,92.17806244,0.888114691,14696,0.711428881,Cammeo
14306,482.2479858,197.685791,94.05610657,0.879561126,14667,0.587950051,Cammeo
14415,488.1220093,203.5928497,91.034729,0.89446342,14758,0.674102128,Cammeo
14415,490.0660095,206.5392456,90.01753235,0.900025427,14671,0.65332669,Cammeo
14524,480.2120056,199.9330139,93.31210327,0.884406805,14808,0.611279488,Cammeo
13780,497.428009,221.7229004,79.95213318,0.932722569,14010,0.550781429,Cammeo
12768,464.8200073,195.3881531,84.35991669,0.901990652,13085,0.58298707,Cammeo
13047,486.368988,213.1944733,79.28887177,0.928269327,13621,0.615424514,Cammeo
14456,492.9509888,212.4112244,87.36013031,0.911509812,14726,0.795028329,Cammeo
13973,474.0079956,192.3492889,93.77914429,0.873097241,14354,0.614197791,Cammeo
13858,482.5799866,205.0201569,86.9646759,0.905579686,14154,0.555921078,Cammeo
13148,481.7219849,201.5188904,84.54153442,0.907745302,13572,0.623748779,Cammeo
12792,462.072998,194.4810028,84.73088837,0.900103092,13032,0.593927026,Cammeo
15778,515.2730103,214.0378418,95.49766541,0.89494729,16283,0.68629837,Cammeo
15404,509.5169983,217.2975769,91.39753723,0.907241523,15696,0.633700848,Cammeo
14911,494.0889893,207.5602417,92.41060638,0.895419717,15132,0.604761541,Cammeo
15360,504.2319946,210.3907471,94.74095917,0.892872512,15751,0.757657945,Cammeo
15746,503.2309875,204.8744354,99.44870758,0.874284983,16171,0.753036797,Cammeo
14304,489.0369873,211.0266113,86.83942413,0.911405563,14483,0.577729285,Cammeo
15136,518.6439819,221.7091064,88.20763397,0.917449176,15469,0.529712319,Cammeo
12919,475.2600098,201.8156586,83.20626831,0.91105336,13256,0.765162289,Cammeo
15224,510.8819885,213.196167,92.32341003,0.901372612,15686,0.639529526,Cammeo
12950,468.5700073,196.6167908,84.80031586,0.902209818,13584,0.761809528,Cammeo
13536,478.006012,203.1737823,85.91057587,0.906203032,13810,0.552805662,Cammeo
15551,508.4070129,217.0155029,92.15181732,0.905365825,15786,0.807424724,Cammeo
14166,483.7049866,204.6273193,88.99236298,0.900478899,14412,0.766061008,Cammeo
13916,478.8779907,201.639679,88.56097412,0.898387313,14221,0.603993058,Cammeo
12308,451.6090088,193.2675323,81.65988922,0.906352401,12488,0.724042594,Cammeo
15127,499.7999878,212.9039154,91.15163422,0.903714776,15370,0.712999642,Cammeo
14115,486.2720032,207.5510406,87.78108978,0.906158924,14422,0.600817263,Cammeo
17313,531.9840088,225.5345917,98.44350433,0.899709284,17582,0.569881499,Cammeo
15147,511.2940063,216.0992889,90.94638824,0.907128096,15637,0.53485167,Cammeo
16419,531.4210205,224.0659485,94.54113007,0.906626344,16874,0.550419033,Cammeo
13737,484.3850098,209.5435181,84.1657486,0.915787816,13944,0.605207503,Cammeo
14053,497.052002,216.191864,84.159935,0.921117961,14416,0.808387041,Cammeo
11549,440.2479858,179.1168823,84.49580383,0.881740093,11961,0.595401347,Cammeo
16490,520.3189697,212.0107574,101.6800079,0.877488136,16873,0.629365265,Cammeo
14011,475.8729858,197.7286377,91.15908051,0.887383878,14315,0.777611256,Cammeo
15809,518.4550171,221.0706787,92.2322998,0.908811331,16079,0.814812899,Cammeo
12473,470.3399963,202.4428253,79.02429962,0.920664966,12806,0.525976241,Cammeo
15319,506.0249939,208.2277527,94.83874512,0.890257895,15813,0.573702335,Cammeo
15498,512.7039795,215.8083496,92.62403107,0.903211474,15914,0.578888416,Cammeo
13902,479.2319946,201.1148834,89.12859344,0.896436334,14202,0.698698282,Cammeo
14837,499.8320007,210.0672455,91.26864624,0.900684655,15263,0.680097163,Cammeo
15113,493.7380066,206.5661316,94.1913681,0.889986694,15374,0.659035385,Cammeo
16091,508.8309937,209.1838837,99.23175812,0.880322516,16431,0.670458317,Cammeo
15543,507.3850098,211.6512146,94.57139587,0.894620597,15976,0.652930081,Cammeo
13683,492.9750061,213.9091949,83.12070465,0.921415269,14070,0.761266291,Cammeo
12161,445.0480042,182.3347473,86.27270508,0.880978882,12428,0.602805614,Cammeo
13711,483.2149963,203.8807678,86.62690735,0.905244946,14097,0.561466038,Cammeo
12518,473.3840027,203.9220581,80.00766754,0.919818401,12778,0.680326104,Cammeo
13302,482.6900024,209.39711,81.748909,0.92064476,13827,0.595327616,Cammeo
16418,534.9899902,230.1585846,91.78717804,0.917038023,16736,0.646276176,Cammeo
14166,491.6130066,209.0363464,87.52461243,0.908122182,14386,0.602295935,Cammeo
14988,499.355011,212.2619781,90.98807526,0.903466225,15245,0.588688135,Cammeo
14223,480.9530029,201.3895569,90.38588715,0.893626571,14441,0.641947985,Cammeo
12518,460.7219849,195.6509247,82.36373901,0.9070732,12813,0.689887047,Cammeo
12854,474.1380005,202.1957092,81.74695587,0.914628148,13242,0.643278956,Cammeo
15705,498.9639893,208.5411682,96.63723755,0.886151075,16009,0.773645341,Cammeo
14451,487.2200012,201.294693,92.73952484,0.887548029,14776,0.647272229,Cammeo
14064,486.8900146,204.1630707,88.52142334,0.901114106,14388,0.648379505,Cammeo
13524,487.4689941,208.1534271,83.61426544,0.915773332,13830,0.637924552,Cammeo
13677,494.6350098,219.5995636,79.63166046,0.931936264,13936,0.532096148,Cammeo
12921,476.7460022,206.2226257,80.40367889,0.920862377,13218,0.546920657,Cammeo
13251,460.5320129,190.9163055,88.99755859,0.884700418,13528,0.749915123,Cammeo
14601,505.2489929,215.9343872,86.7587204,0.915735006,14991,0.668543935,Cammeo
15141,505.42099,209.5935974,93.09237671,0.895949185,15559,0.566399813,Cammeo
12599,455.2810059,188.0159149,86.37448883,0.888229549,12897,0.621252477,Cammeo
14709,515.8499756,222.7228394,85.4315567,0.923508525,14941,0.524796605,Cammeo
12047,455.6080017,195.6660767,80.26914215,0.911979675,12339,0.544030011,Cammeo
13158,470.9960022,201.0183868,84.50301361,0.907350659,13462,0.619783342,Cammeo
15191,501.8919983,211.7231903,92.78570557,0.898857653,15492,0.568376541,Cammeo
13837,483.5939941,204.3109283,87.28925323,0.904139519,14139,0.569423854,Cammeo
13645,484.3250122,205.5389709,85.92192841,0.908432186,13972,0.547134995,Cammeo
16199,511.2279968,210.0016479,99.41775513,0.880839944,16637,0.738264501,Cammeo
13169,474.8370056,201.3801117,84.48709106,0.907736659,13505,0.547112584,Cammeo
14022,483.0190125,204.4829559,88.56926727,0.901327789,14358,0.704729378,Cammeo
12471,445.3739929,184.9920654,86.85975647,0.882915258,12688,0.671784103,Cammeo
12706,463.4509888,194.1814575,84.88485718,0.899392545,13011,0.797314286,Cammeo
14918,500.2709961,210.4246063,91.21054077,0.901173055,15185,0.640725017,Cammeo
14641,505.0020142,211.5836487,90.03343201,0.904948235,15034,0.629557967,Cammeo
15216,500.3680115,208.2284241,94.30258179,0.891571224,15558,0.573042572,Cammeo
12349,467.6650085,202.6878052,78.67498016,0.921592653,12572,0.548162282,Cammeo
13584,478.0570068,203.8369446,85.42742157,0.90794152,13877,0.676325619,Cammeo
14138,490.8340149,206.1808472,89.36727905,0.901181817,14523,0.762567401,Cammeo
11956,438.8959961,184.6437073,83.21842194,0.89267683,12121,0.577027023,Cammeo
10604,425.9259949,179.1511841,76.3516922,0.904635668,10830,0.574898362,Cammeo
14592,494.4400024,212.6799774,88.28739166,0.90976733,14838,0.745631039,Cammeo
12770,458.302002,196.632782,83.19528198,0.906083107,12949,0.602870345,Cammeo
15143,504.1400146,207.7341766,94.14838409,0.891400874,15628,0.571326137,Cammeo
12917,473.2349854,200.3253326,83.2011795,0.909670651,13302,0.666099429,Cammeo
15714,501.1549988,205.0133057,99.27554321,0.874935448,16074,0.733887553,Cammeo
14655,491.7149963,200.1468964,94.78046417,0.880764484,15181,0.600910306,Cammeo
15639,499.1390076,207.9804535,96.29037476,0.886369765,15895,0.706783593,Cammeo
15166,502.1650085,214.1398621,91.38510895,0.904367626,15475,0.79486376,Cammeo
13742,493.8540039,212.6080017,84.88685608,0.916835725,14272,0.583227217,Cammeo
13983,483.6679993,201.4852142,89.05701447,0.897013724,14320,0.567491889,Cammeo
11386,450.1199951,195.460434,75.84288788,0.921650231,11612,0.512859762,Cammeo
15636,513.2269897,214.3835602,93.97776031,0.898798168,15913,0.566275537,Cammeo
13507,468.2390137,197.5092468,87.92959595,0.895434976,13735,0.577222228,Cammeo
13186,477.3340149,201.5967712,84.66999054,0.907525599,13516,0.541831017,Cammeo
14013,458.9110107,181.9514923,99.44376373,0.83743304,14323,0.794387758,Cammeo
16053,523.8400269,220.9137726,93.89167786,0.905186296,16496,0.747973144,Cammeo
13557,483.9089966,206.2037201,84.38730621,0.912425697,13845,0.552580118,Cammeo
13104,476.9890137,202.4251099,83.61328888,0.910704792,13464,0.538815796,Cammeo
15167,514.2310181,220.546524,88.99761963,0.914965451,15456,0.628033102,Cammeo
14159,489.4360046,209.1313171,87.11465454,0.909110606,14410,0.547948897,Cammeo
14436,485.8259888,204.4699554,90.74992371,0.896110952,14864,0.614480913,Cammeo
15320,511.9299927,218.6231537,91.16981506,0.908898175,15740,0.545642316,Cammeo
15341,504.4630127,210.8721924,93.9865799,0.895180404,15628,0.768972456,Cammeo
14399,484.0820007,200.1735382,92.85159302,0.885910869,14849,0.604796708,Cammeo
16835,522.5349731,216.2716522,100.4325104,0.885635376,17404,0.735217035,Cammeo
13655,471.5249939,193.1961823,91.55775452,0.880572855,14053,0.710975766,Cammeo
14276,492.8399963,208.8769531,88.12108612,0.906651497,14706,0.582456112,Cammeo
12199,454.4039917,191.9095764,82.14076233,0.903770208,12555,0.750522971,Cammeo
12223,445.4389954,185.0290833,85.37150574,0.887194812,12460,0.796027362,Cammeo
13884,491.6180115,207.6543732,86.3434906,0.909454346,14232,0.542364955,Cammeo
15833,530.335022,225.2233887,91.51106262,0.913734198,16337,0.586407423,Cammeo
12861,471.92099,193.2509155,86.45822144,0.89433974,13330,0.633421957,Cammeo
15080,500.006012,209.5892792,92.79666138,0.896642745,15614,0.732323229,Cammeo
16898,526.9439697,217.8717957,100.3450317,0.887623787,17274,0.624464154,Cammeo
16254,532.7780151,223.5486298,94.11949921,0.907049179,16680,0.553685784,Cammeo
14274,488.8299866,203.5678558,89.92999268,0.897128761,14529,0.572356522,Cammeo
13965,478.5769958,203.2763519,88.1075058,0.901183844,14135,0.80787921,Cammeo
13860,484.7720032,200.7766266,88.84082794,0.896775484,14238,0.660881162,Cammeo
13568,482.4570007,201.8804779,87.07385254,0.902201951,14068,0.635801315,Cammeo
14546,494.1679993,212.3137207,87.87223816,0.910331786,14826,0.625742078,Cammeo
16559,524.1290283,223.637619,94.94790649,0.905399144,16961,0.775088906,Cammeo
15308,513.9899902,219.4679108,90.02393341,0.911999285,15720,0.763262868,Cammeo
14741,497.2250061,212.4633636,89.45372772,0.907046139,15036,0.553714991,Cammeo
13397,474.8649902,200.5462646,86.39673615,0.902444065,13762,0.694037199,Cammeo
15559,514.2789917,221.1190796,90.46383667,0.912481427,15903,0.775777817,Cammeo
13665,482.0769958,208.964035,84.61726379,0.914344609,13998,0.60121429,Cammeo
15390,511.5090027,214.466095,92.45722198,0.902302206,15788,0.773289144,Cammeo
14017,471.8139954,194.6434479,92.36013031,0.880250454,14314,0.708788455,Cammeo
14209,496.2720032,208.8229065,87.75803375,0.90740788,14667,0.565734982,Cammeo
14786,505.3890076,214.2183838,89.42656708,0.908697546,15177,0.7341609,Cammeo
15540,516.315979,217.3872223,92.47346497,0.905012071,16084,0.632478654,Cammeo
17442,539.776001,228.5934753,98.19204712,0.903043628,17698,0.576252162,Cammeo
17082,548.4459839,230.1887207,95.75758362,0.909366429,17576,0.592466712,Cammeo
14195,488.4599915,203.5127106,89.95865631,0.897000432,14555,0.71735394,Cammeo
15172,504.1579895,213.2246704,91.66706085,0.902872503,15477,0.622441053,Cammeo
14434,486.6679993,201.2719574,92.73377228,0.88753581,14754,0.625986636,Cammeo
12863,457.1910095,195.7003937,84.50079346,0.901975811,13023,0.808586895,Cammeo
14019,475.7550049,194.5179291,92.81695557,0.87881428,14308,0.591119945,Cammeo
15888,518.5549927,218.1940918,94.05685425,0.902318656,16245,0.55753237,Cammeo
13000,460.3710022,195.0987549,85.72264862,0.898300886,13231,0.582855105,Cammeo
14806,509.3760071,214.1424255,89.6917038,0.908059418,15594,0.708794117,Cammeo
14713,493.2120056,206.9161224,91.64846802,0.896558344,15162,0.594032645,Cammeo
13722,482.3429871,202.278183,87.75389099,0.900995851,14189,0.605667353,Cammeo
15713,518.4520264,218.7672577,92.42917633,0.906362891,16038,0.583519042,Cammeo
12765,460.3460083,196.3905487,83.89897156,0.904154897,13139,0.574353218,Cammeo
13487,473.7219849,197.1196594,87.78462219,0.895363212,13773,0.751406789,Cammeo
15252,501.3320007,207.5240479,94.27309418,0.890861213,15595,0.59171325,Cammeo
13684,464.5660095,189.5310516,92.90573883,0.871617079,13928,0.605647504,Cammeo
14709,489.5289917,204.9234619,91.86573029,0.893886745,15041,0.639799893,Cammeo
14331,502.0299988,212.5814514,87.35810089,0.911662638,14618,0.542758644,Cammeo
15475,511.7969971,220.4769287,90.20722961,0.91246897,15734,0.827318907,Cammeo
14368,491.5629883,211.2970734,87.20801544,0.910854757,14596,0.62442416,Cammeo
13670,486.8099976,207.7422028,84.57769775,0.913371086,13923,0.580960453,Cammeo
14232,505.8850098,214.1028748,86.41410828,0.914931059,14702,0.52602011,Cammeo
14441,495.3659973,210.0232849,89.20301819,0.905320466,14805,0.540214002,Cammeo
14093,488.5979919,204.3924561,89.15960693,0.89984113,14463,0.581106722,Cammeo
15121,503.4869995,212.9385223,91.33050537,0.90334934,15470,0.78379637,Cammeo
15569,528.7890015,221.5768433,90.98238373,0.911809623,16286,0.565692902,Cammeo
15684,513.8909912,221.9453278,90.82513428,0.912434399,15944,0.782010376,Cammeo
14622,481.6159973,200.0535583,94.38363647,0.881709993,14845,0.608945549,Cammeo
14850,509.2749939,215.9631958,89.12654877,0.910870075,15372,0.799418628,Cammeo
14017,491.0979919,212.42836,84.69094849,0.917090118,14287,0.762124836,Cammeo
11513,438.625,189.7222137,77.68550873,0.912323713,11736,0.684238672,Cammeo
14793,501.3039856,211.6011353,90.11253357,0.904788911,15049,0.66452539,Cammeo
14466,497.8399963,204.4095459,91.21478271,0.89491564,14885,0.656500995,Cammeo
12162,454.776001,191.1208038,82.31742859,0.902490914,12493,0.745220602,Cammeo
17180,547.2150269,238.4350891,93.01494598,0.920769989,17517,0.572208881,Cammeo
13831,483.6159973,202.8757782,88.29086304,0.900335431,14270,0.591068387,Cammeo
13925,478.2900085,196.5747681,91.43114471,0.885246873,14323,0.662779629,Cammeo
14045,482.7420044,200.0272369,90.7138443,0.891252458,14305,0.572610915,Cammeo
16588,531.3950195,221.885498,96.65257263,0.900142014,16854,0.578987777,Cammeo
14966,499.6380005,205.474823,93.38162231,0.890763342,15387,0.58142966,Cammeo
16011,525.0689697,222.9464569,92.38245392,0.910108268,16298,0.556633294,Cammeo
14050,481.2510071,191.8238525,95.06197357,0.86856854,14600,0.607698977,Cammeo
14173,480.6830139,201.9357605,90.24497986,0.894584179,14519,0.597563028,Cammeo
14106,487.2520142,209.5693817,86.55519867,0.910724461,14348,0.542705476,Cammeo
15967,511.6149902,211.6907806,96.97522736,0.888901412,16329,0.586676955,Cammeo
11667,447.5249939,186.6712494,80.84287262,0.901357353,12039,0.667295814,Cammeo
14890,502.5409851,206.2285309,93.45731354,0.891422331,15349,0.589819789,Cammeo
13279,474.2359924,200.5447083,85.00814056,0.905715466,13757,0.728494644,Cammeo
13942,502.0310059,214.3379822,83.71970367,0.92056191,14273,0.644508123,Cammeo
13545,482.7359924,208.8032684,83.30515289,0.916966259,13759,0.532554865,Cammeo
14126,498.4249878,216.8854828,83.81038666,0.922320008,14410,0.760771215,Cammeo
14530,487.0969849,201.8062286,93.05895233,0.887332499,14926,0.68712759,Cammeo
13708,486.3959961,204.6237335,86.33972931,0.906621933,14361,0.580675244,Cammeo
14252,493.1140137,202.6546021,91.30965424,0.892742157,14627,0.563765824,Cammeo
14571,489.7309875,202.3937683,92.94208527,0.888325572,14884,0.584898829,Cammeo
16194,528.1209717,226.8743896,91.63518524,0.914801955,16524,0.552017987,Cammeo
14356,492.0220032,209.3755646,88.59430695,0.906066239,14652,0.576824188,Cammeo
15691,511.848999,213.6121674,94.91934967,0.895851433,16124,0.659147263,Cammeo
14105,496.2279968,209.2754211,86.94194794,0.909619331,14567,0.603706539,Cammeo
14013,478.2770081,194.7825623,92.95032501,0.878794491,14374,0.604008615,Cammeo
15009,502.4880066,211.0903625,91.76154327,0.900574028,15370,0.615753829,Cammeo
13954,484.5320129,203.6781769,88.20871735,0.901356041,14288,0.750860929,Cammeo
16226,517.684021,217.0805664,95.93837738,0.897040546,16466,0.583144665,Cammeo
14505,492.6820068,205.4121399,90.76255035,0.897086084,14834,0.582951546,Cammeo
15281,509.5169983,212.6968842,92.99383545,0.899358034,15689,0.640229583,Cammeo
15009,507.4169922,217.1329956,88.92488098,0.912291646,15387,0.598588169,Cammeo
14652,485.5469971,201.5536041,93.44861603,0.886022866,14883,0.593150377,Cammeo
15330,501.696991,209.6793213,93.87272644,0.894185483,15617,0.582623899,Cammeo
14407,482.79599,202.8323364,91.19192505,0.893233716,14671,0.742628872,Cammeo
15741,523.776001,227.5023346,89.1243515,0.920071125,15999,0.563224554,Cammeo
14589,495.9299927,210.2839355,89.42494965,0.905072153,14853,0.665101409,Cammeo
16376,531.0009766,227.9448547,92.66851807,0.913633347,16667,0.741767466,Cammeo
14294,484.1940002,205.1284027,89.00131226,0.900970221,14542,0.70445025,Cammeo
14541,492.7850037,204.2571411,92.47101593,0.891653419,14893,0.758291602,Cammeo
16734,531.507019,220.6954803,97.83933258,0.896362066,17242,0.657111466,Cammeo
13434,483.3649902,204.5680237,84.15599823,0.911462128,13773,0.722258091,Cammeo
14878,506.0209961,212.1815796,90.43865204,0.904613733,15237,0.575774014,Cammeo
14504,502.5069885,212.2475739,87.93212891,0.910144746,14895,0.553418815,Cammeo
14723,491.0549927,204.1756744,93.06549072,0.890076637,15021,0.575679362,Cammeo
15830,520.5100098,219.4476166,92.66460419,0.906473398,16121,0.595112801,Cammeo
14549,485.493988,199.7572784,93.64827728,0.883298874,14846,0.619238138,Cammeo
14700,506.4639893,215.4302979,87.76007843,0.913262725,15050,0.707547188,Cammeo
14842,505.7260132,214.9547424,88.66092682,0.910974264,15313,0.544500709,Cammeo
14400,486.8999939,200.1377106,93.24651337,0.88483119,14714,0.618131876,Cammeo
12892,473.5270081,199.9391937,83.23552704,0.909225404,13193,0.564547181,Cammeo
16588,519.559021,218.394455,97.66686249,0.894432008,16852,0.640067935,Cammeo
15676,512.335022,214.7678528,93.72193909,0.899758995,15961,0.779280186,Cammeo
16706,533.6259766,228.1561737,94.20754242,0.910772681,17037,0.636249363,Cammeo
14301,497.7739868,209.876358,87.29936981,0.909384668,14591,0.60068047,Cammeo
15070,504.0509949,210.0259857,92.37322235,0.898086905,15400,0.648730099,Cammeo
15381,503.57901,211.8835297,93.30974579,0.8978104,15749,0.740325391,Cammeo
15252,502.5910034,211.6311646,92.19615936,0.900118351,15495,0.574463248,Cammeo
14887,493.0450134,199.164917,96.6937027,0.874239087,15347,0.617128909,Cammeo
14493,506.8410034,219.0030823,84.91929626,0.921762943,14804,0.541106641,Cammeo
14897,491.1849976,205.7198486,92.87569427,0.89228791,15137,0.594453335,Cammeo
14690,506.855011,214.1594849,88.87600708,0.909821808,15064,0.584397495,Cammeo
13950,476.3370056,193.6352386,92.94416809,0.877270579,14280,0.715641499,Cammeo
14421,507.8049927,213.8856812,86.87624359,0.913792789,14881,0.650943398,Cammeo
14517,495.6149902,211.8028259,88.03250122,0.909531891,14815,0.687520742,Cammeo
14944,500.2380066,209.5576477,91.52841187,0.899573386,15255,0.628956258,Cammeo
14570,469.9819946,185.4014587,100.8879166,0.838981986,14895,0.654537261,Cammeo
11838,440.256012,181.3232727,83.83839417,0.886687219,12165,0.601524413,Cammeo
15223,514.9069824,220.3685608,89.43637848,0.913940132,15492,0.550281942,Cammeo
13694,464.5599976,191.3311005,91.70781708,0.877643049,13918,0.708799183,Cammeo
17948,526.9180298,214.0938263,107.54245,0.864684939,18322,0.666369617,Cammeo
14471,503.6740112,207.9287262,90.16022491,0.901100039,14894,0.554954767,Cammeo
16654,519.0360107,217.2497101,98.99957275,0.890136063,16976,0.7633847,Cammeo
14990,507.7850037,213.4854584,90.17632294,0.906409383,15318,0.565916657,Cammeo
16934,533.0859985,225.3026733,96.45010376,0.903735518,17323,0.752622247,Cammeo
16030,512.8530273,210.2474823,97.63128662,0.885644615,16306,0.597799718,Cammeo
15035,486.6530151,198.2198334,97.85749817,0.869642675,15279,0.623755395,Cammeo
16008,521.007019,222.8452301,92.12952423,0.910538733,16315,0.611879826,Cammeo
14362,504.5769958,211.2930603,88.26586151,0.908565998,14724,0.541860044,Cammeo
15815,506.2900085,210.5045776,96.50235748,0.888728678,16112,0.795843422,Cammeo
14131,490.7009888,206.9266663,88.28404999,0.904419601,14519,0.752930522,Cammeo
12619,470.6140137,202.7645111,80.17954254,0.918495297,12937,0.607939482,Cammeo
13792,475.7820129,196.7065887,90.34710693,0.888281822,14183,0.773267567,Cammeo
14573,493.7799988,209.3558197,89.43750763,0.904155552,14847,0.650580347,Cammeo
14345,491.0190125,207.2198334,88.91106415,0.903272986,14650,0.592621684,Cammeo
13166,461.9389954,185.600296,91.29359436,0.870661438,13562,0.656331003,Cammeo
11794,456.322998,194.0430756,78.79869843,0.913833678,12116,0.653479636,Cammeo
13782,471.131012,194.4383392,90.97846222,0.883779347,14000,0.596623361,Cammeo
14533,487.20401,196.8149872,95.84307861,0.87341845,14873,0.651120067,Cammeo
12557,443.2189941,175.5974884,92.33856964,0.850575089,12860,0.622867048,Cammeo
16431,509.3850098,208.0528717,101.9614868,0.871680319,16875,0.732219279,Cammeo
11940,443.9679871,187.3336182,82.18278503,0.898634791,12184,0.636392713,Cammeo
15856,509.019989,210.1643829,97.76021576,0.88522625,16160,0.762674391,Cammeo
15636,504.1820068,212.1362457,94.48931122,0.89532268,15927,0.744997144,Cammeo
14787,492.3129883,209.6788635,90.46773529,0.90213275,15066,0.795684457,Cammeo
16412,508.3670044,210.5748596,99.99417877,0.880059838,16759,0.730591178,Cammeo
15137,494.605011,206.4585266,93.99015045,0.890363872,15400,0.761725068,Cammeo
16199,514.1560059,217.6305084,95.51935577,0.898532927,16475,0.707688928,Cammeo
15375,515.4229736,215.9992981,91.61693573,0.905590177,15780,0.597597957,Cammeo
11447,447.3460083,190.3890533,79.03822327,0.909757257,11753,0.543542266,Cammeo
16094,504.1260071,208.3711853,99.03029633,0.879845917,16325,0.648533225,Cammeo
11784,438.1199951,181.7578888,83.74436188,0.887531638,11981,0.803765118,Cammeo
15517,481.3779907,194.6375122,102.0583878,0.85150218,15718,0.650117338,Cammeo
15065,506.8200073,212.4369049,91.3702774,0.902778625,15516,0.724627197,Cammeo
15529,509.0169983,207.0513153,96.9881134,0.88350302,15993,0.599737406,Cammeo
13584,478.5369873,204.6206512,84.80614471,0.910069585,13817,0.676022708,Cammeo
12618,457.8980103,193.8157196,83.47735596,0.902492881,12851,0.582225919,Cammeo
13253,473.4419861,198.6106567,85.91886902,0.901586175,13535,0.689972937,Cammeo
15907,527.2109985,224.2521973,91.44113922,0.913089037,16206,0.547667384,Cammeo
13084,473.7669983,195.8382416,86.37992859,0.897468805,13453,0.588044941,Cammeo
15367,501.9070129,210.0559845,94.47917938,0.893138885,15644,0.790605545,Cammeo
13319,468.2319946,192.9272461,89.33763123,0.886324942,13694,0.695218682,Cammeo
15715,511.25,210.9116058,96.00473785,0.890394628,16096,0.581412554,Cammeo
12745,453.0350037,187.0058441,87.66728973,0.883307338,13040,0.605175674,Cammeo
14400,481.506012,193.782959,96.51618958,0.867140651,14876,0.683890581,Cammeo
14329,486.2770081,206.5722961,89.21240234,0.901935816,14588,0.81276232,Cammeo
14818,487.0159912,197.8289795,97.38611603,0.870440125,15261,0.632599056,Cammeo
13391,486.1220093,213.1120758,80.99443817,0.924963653,13661,0.520240843,Cammeo
14500,495.1069946,214.2878418,86.66110992,0.914575815,14712,0.581208944,Cammeo
15815,504.223999,214.6546936,94.9879837,0.896760941,16059,0.809779823,Cammeo
12089,439.4920044,183.5766602,84.69467926,0.887213767,12302,0.814512849,Cammeo
14746,504.3139954,220.3434448,85.93157959,0.920819402,14995,0.797512174,Cammeo
13569,490.5419922,209.8494873,83.40635681,0.917620361,14061,0.530039072,Cammeo
15198,499.6260071,210.6334839,92.94599152,0.897374928,15521,0.746097207,Cammeo
12720,472.2340088,201.6408539,82.22841644,0.913072884,13352,0.745079637,Cammeo
